age,workclass,educational-num,gender,capital-gain,capital-loss,hours-per-week,income,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,race_White
-1.5056913908365146,,-0.030373456741237377,0,0.0,0,-0.8411036721741945,0,False,False,False,False,True
-0.7033789558995752,,-0.41933527482081595,1,0.0,0,-0.03408696347500956,0,False,False,True,False,False
1.4118083725705377,,-0.41933527482081595,1,0.0,0,-0.43759531782460204,0,False,False,False,False,True
2.432933289763006,,-2.3641443652187086,0,0.0,0,-2.7779437730522383,0,False,False,False,False,True
1.9223708311667718,,-0.41933527482081595,1,0.0,0,-0.03408696347500956,0,False,False,False,False,True
-1.578628884921691,,-1.5862207290595516,1,0.0,0,-0.03408696347500956,0,False,False,False,False,True
0.1718709731225405,,1.5254738155770768,0,7688.0,0,-2.455137089572564,1,False,False,False,False,True
0.9012459139743035,,-0.030373456741237377,0,0.0,0,-1.8095237226132164,0,False,False,False,False,True
-1.3598164026661619,,-0.41933527482081595,0,0.0,0,-1.6481203808733793,0,False,False,False,False,True
-1.3598164026661619,,-0.41933527482081595,0,0.0,0,-0.03408696347500956,0,False,False,False,False,True
-0.7763164499847515,,-0.41933527482081595,0,0.0,0,-0.19549030521484653,1,False,False,False,False,True
1.8494333370815956,,-0.030373456741237377,1,0.0,0,-2.6165404313124014,0,False,False,False,False,True
2.9434957483592403,,-2.3641443652187086,1,0.0,0,-0.03408696347500956,0,False,False,False,False,True
-0.9951289322402804,,-1.97518254713913,0,1055.0,0,-0.03408696347500956,0,False,False,False,False,True
2.7976207601888876,,-0.030373456741237377,1,0.0,0,-0.43759531782460204,0,False,False,False,False,True
0.025995984952187877,,-0.41933527482081595,0,0.0,0,0.7729297452241753,0,False,False,False,False,True
1.6306208548260666,,-0.41933527482081595,1,0.0,0,-0.03408696347500956,0,False,False,False,False,True
-1.2868789085809857,,-0.030373456741237377,0,0.0,0,-0.8411036721741945,0,False,False,False,False,True
1.0471209021446561,,-0.41933527482081595,1,0.0,0,-0.43759531782460204,1,False,False,False,False,True
-1.3598164026661619,,-0.030373456741237377,1,0.0,0,-0.03408696347500956,0,False,False,False,False,True
-1.3598164026661619,,-0.030373456741237377,1,0.0,0,0.36942139087458287,0,False,False,False,False,True
0.4636209494632457,,-0.41933527482081595,0,0.0,0,-0.03408696347500956,0,False,False,False,False,True
2.505870783848182,,-0.030373456741237377,1,0.0,0,-2.455137089572564,0,False,False,False,False,True
0.1718709731225405,,-0.41933527482081595,0,3418.0,0,-0.03408696347500956,0,False,False,False,False,True
1.7764958429964193,,-0.41933527482081595,1,0.0,0,-1.9709270643530534,0,False,False,False,False,True
-1.2139414144958094,,0.7475501794179197,1,0.0,0,-1.244612026523787,0,False,False,False,False,True
-1.141003920410633,,-0.030373456741237377,0,0.0,0,-0.43759531782460204,0,False,False,False,False,True
-1.4327538967513382,,-0.030373456741237377,0,0.0,0,-1.6481203808733793,0,False,False,True,False,False
2.651745772018535,,-1.5862207290595516,0,0.0,0,-2.858645443922157,0,False,False,False,False,True
-1.4327538967513382,,-0.030373456741237377,0,0.0,0,-1.6481203808733793,0,False,False,False,False,True
-0.04694150913298843,,-0.41933527482081595,0,0.0,1887,-2.455137089572564,1,False,False,False,False,True
-1.3598164026661619,,-0.41933527482081595,1,0.0,0,-0.03408696347500956,0,False,False,False,False,True
2.505870783848182,,-0.41933527482081595,1,0.0,0,-2.6165404313124014,0,False,False,False,False,True
0.3177459612928931,,-1.197258910979973,1,0.0,0,-0.03408696347500956,0,False,False,False,False,True
-1.5056913908365146,,-0.030373456741237377,1,0.0,0,-0.8411036721741945,0,False,False,False,False,True
1.8494333370815956,,1.1365119974974982,1,0.0,1672,-2.455137089572564,0,False,False,False,False,True
2.35999579567783,,-2.753106183298287,1,0.0,0,-2.455137089572564,0,False,False,False,False,True
1.484745866655714,,-0.41933527482081595,0,0.0,0,-0.03408696347500956,0,False,False,True,False,False
-0.6304414618143989,,-1.197258910979973,0,0.0,0,-0.03408696347500956,0,False,False,True,False,False
1.5576833607408904,,1.1365119974974982,1,0.0,0,-0.03408696347500956,0,False,False,False,False,True
